POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
89,2,7,3,99.6,4000,33,2,72703,0,35,36,1,2,1,1,2,0,1,2,3,0,0,13,73,5,410,172
454,4,9,0,103.05,14000,95,9,31404,1,33,87,1,3,1,2,0,2,0,2,2,1,0,14,65,2,310,228
156,6,9,2,8.45,300,74,4,94607,1,64,62,1,4,1,0,2,0,0,0,2,0,1,13,8,10,12,99
446,6,11,5,81.88,3000,57,6,6040,1,61,15,1,7,1,2,1,0,0,2,1,0,1,14,65,8,39,37
135,35,2,3,120.59,8000,108,7,20020,1,62,66,1,2,1,0,0,0,0,2,3,1,1,9,100,20,165,50
85,2,7,0,167.32,1000,54,10,40291,1,51,68,1,7,2,1,2,0,0,1,2,0,1,4,0,5,416,35
363,6,11,0,102.2,14000,108,7,20019,1,47,44,1,5,2,1,2,0,1,2,0,0,1,12,2,12,38,191
105,37,4,4,106.82,37000,108,7,20018,1,44,64,1,5,1,2,2,5,0,2,0,0,1,0,1,10,369,5
38,35,2,1,71.72,52625,3,0,99517,1,40,111,1,3,1,2,0,2,0,1,1,0,1,7,114,15,182,228
439,12,13,1,59.24,50000,6,5,80003,0,48,53,1,2,2,0,2,0,0,0,3,0,1,3,34,0,187,221
79,18,14,5,65.88,1000,77,8,32401,0,59,29,1,5,1,0,2,0,0,1,3,1,0,9,15,16,234,91
188,10,12,3,135.75,8000,33,2,72703,1,61,79,1,2,2,1,2,0,0,0,0,1,1,10,50,9,288,143
84,4,9,2,6.65,500,39,3,85304,0,57,99,1,3,2,0,0,5,0,1,2,1,1,8,10,0,2,228
233,3,8,0,136.09,3000,37,12,21054,1,41,9,0,6,0,1,2,1,0,0,2,1,1,9,82,0,154,223
7,0,5,5,87.99,2000,74,4,94602,1,50,116,1,6,1,0,2,2,0,0,0,1,1,7,114,2,370,55
410,16,14,4,123.39,35000,33,2,72701,0,39,76,1,7,0,0,2,0,0,1,2,0,0,7,114,21,117,192
140,22,17,3,132.19,4000,39,3,85303,1,45,6,1,3,0,1,0,3,0,2,0,1,1,13,73,22,269,44
289,37,4,3,122.41,2000,69,14,37216,1,59,116,1,2,1,2,1,0,0,1,0,1,1,6,54,12,119,52
132,12,13,5,72.35,1000,60,11,1860,1,63,55,1,3,1,2,0,2,0,2,3,1,1,15,125,23,149,183
152,2,7,4,82.87,26000,3,0,99577,0,29,119,1,7,2,0,0,2,0,1,2,0,1,4,41,23,229,131
282,18,14,3,80.18,10000,69,14,37216,1,63,62,1,4,1,2,2,0,0,2,3,1,0,0,1,14,346,27
40,16,14,5,95.51,5000,66,1,36113,1,63,46,1,6,1,0,2,4,0,0,0,1,1,12,59,6,160,59
345,16,14,1,75.95,52625,16,15,5871,1,44,80,1,5,2,2,1,5,0,0,3,0,1,1,61,5,152,50
16,4,9,1,76.88,52625,54,10,40241,1,50,119,1,4,2,0,1,0,0,0,0,1,1,3,34,13,345,80
387,10,12,3,138.39,8000,3,0,99507,0,35,73,0,2,2,0,1,2,0,1,1,1,1,10,50,2,169,228
169,22,17,3,80.2,4000,6,5,80004,1,57,38,1,5,0,0,1,4,0,0,2,1,1,2,28,15,202,158
355,4,9,3,76.06,2000,102,9,31410,1,61,42,1,7,1,2,2,3,0,2,0,1,1,1,61,13,85,228
370,36,3,3,134.71,6000,95,9,31405,1,45,100,1,7,2,2,2,0,0,2,2,1,0,5,36,1,10,75
191,10,13,5,82.04,2000,111,11,2568,0,39,11,1,7,2,2,0,2,0,1,1,1,1,3,34,8,272,144
149,12,13,4,130.93,18000,77,8,32405,1,34,71,1,3,1,0,2,0,0,2,0,1,1,2,28,20,283,45
202,7,12,1,65.93,12000,0,11,1001,0,40,13,1,4,0,0,0,0,0,0,3,1,1,11,70,6,365,15
400,20,15,1,81.59,20000,103,4,94587,1,62,91,1,5,2,0,0,5,0,2,1,1,1,13,73,8,184,84
336,24,19,3,98.63,8000,91,11,1952,1,38,68,1,7,2,1,2,0,0,2,2,0,1,4,43,4,264,228
408,9,12,2,8.47,400,28,12,21037,1,54,51,1,7,2,1,2,1,0,2,0,1,0,5,4,12,26,126
237,3,8,2,6.53,600,4,12,21403,0,26,119,1,2,1,1,0,0,0,1,3,1,1,8,76,10,180,84
280,37,4,2,7.98,200,108,7,20019,1,55,67,1,7,2,0,2,2,0,0,2,0,1,13,58,14,264,228
402,10,13,4,138.02,22000,42,6,6340,1,59,26,1,3,1,2,0,0,0,1,3,1,1,7,114,4,236,163
221,1,6,3,123.56,1000,29,13,73034,1,37,67,1,2,0,0,2,1,1,0,0,0,0,6,54,5,7,63
200,7,12,3,128.58,9000,110,4,95605,0,38,108,1,4,0,1,0,0,0,0,2,0,1,1,61,23,193,176
238,2,7,0,122.21,12000,69,14,37013,0,34,10,1,5,0,2,1,0,0,0,0,1,0,4,30,2,274,86
148,22,17,2,7.85,500,3,0,99504,0,60,41,1,3,2,0,1,6,0,0,2,1,0,4,98,21,60,171
245,0,5,4,137.09,27000,108,7,20019,1,43,46,1,4,1,1,0,0,0,2,2,1,0,11,52,17,270,104
160,37,4,2,11.96,500,50,3,85340,1,40,110,1,7,2,1,2,4,0,2,0,1,1,5,4,1,360,22
432,14,14,1,79.46,45000,95,9,31401,1,60,26,1,4,0,2,2,0,0,2,0,1,1,1,61,16,351,147
24,4,9,4,80.66,13000,57,6,6040,1,30,83,1,5,1,2,1,5,0,0,3,1,1,13,69,8,318,131
236,37,4,2,9.96,100,95,9,31410,1,30,28,1,5,2,0,2,0,0,0,2,1,0,14,65,15,61,228
144,37,4,3,133.61,3000,95,9,31411,0,63,63,1,2,1,0,2,4,1,1,1,1,1,10,50,14,61,34
119,22,17,4,120.97,26000,33,2,72703,1,57,98,1,3,2,2,2,0,0,1,3,0,1,5,4,16,305,228
189,10,13,3,73.34,1000,39,3,85310,1,49,83,1,2,2,1,2,1,0,1,2,1,0,1,61,7,347,125
